City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,fasa,28.9383,53.6482,8.53,98,100,3.1,IR,1675307626
270,iquitos,-3.7481,-73.2472,24.02,83,0,1.03,PE,1675249103
271,ajdabiya,30.7554,20.2263,13.38,59,100,0.9,LY,1675315819
272,bandarbeyla,9.4942,50.8122,23.36,66,3,6.59,SO,1675306710
273,sobolevo,54.4299,31.8996,-1.32,97,100,5.81,RU,1675316411
274,kulhudhuffushi,6.6221,73.07,26.59,70,72,5.3,MV,1675301156
275,burns lake,54.2331,-125.7533,-5.67,96,100,1.85,CA,1675267862
276,broome,42.2506,-75.833,-6.19,71,0,2.06,US,1675253818
277,chiplun,17.5333,73.5167,25.59,44,11,1.96,IN,1675301879
278,blythe,33.6103,-114.5964,11.25,17,0,3.6,US,1675262090
279,rudnogorsk,57.2639,103.7519,-16.48,95,100,1.38,RU,1675299887
280,plainfield,40.6168,-74.4173,0.53,57,33,1.72,US,1675253264
281,oktyabrskoye,43.0645,44.7417,0.08,93,100,3.0,RU,1675311350
282,saint george,37.1041,-113.5841,5.53,42,0,1.34,US,1675262232
283,sidi ali,36.0998,0.4206,6.87,72,0,2.13,DZ,1675321124
284,ati,13.2154,18.3353,19.2,23,72,4.05,TD,1675314785
285,skjervoy,70.0311,20.9714,-9.0,67,54,2.25,NO,1675325968
286,baiyin,36.5583,104.2081,-2.4,39,71,1.46,CN,1675296280
287,camalu,30.85,-116.0667,12.79,60,0,1.67,MX,1675262161
288,dingle,10.9995,122.6711,28.45,74,49,6.36,PH,1675289578
289,hadishahr,38.8431,45.6635,-0.73,77,98,2.1,AZ,1675310588
290,yulara,-25.2406,130.9889,30.43,26,0,4.93,AU,1675284754
291,ojuelos de jalisco,21.8667,-101.5833,14.27,39,80,2.94,MX,1675257867
292,lagoa,39.05,-27.9833,13.69,70,3,3.39,PT,1675328277
293,moletai,55.2333,25.4167,-0.63,98,100,2.17,LT,1675318151
294,cabinda,-5.55,12.2,24.72,76,63,2.3,AO,1675314873
295,talnakh,69.4865,88.3972,-12.66,96,100,3.75,RU,1675309336
296,kamareddi,18.3167,78.35,21.4,30,54,3.55,IN,1675300782
297,dunedin,-45.8742,170.5036,23.78,71,98,1.79,NZ,1675272756
298,najran,17.4924,44.1277,16.68,40,40,2.73,SA,1675308928
299,correntina,-13.3433,-44.6367,21.33,72,60,1.83,BR,1675327927
300,fairbanks,64.8378,-147.7164,-11.33,82,100,2.57,US,1675276624
301,tekeli,44.83,78.8239,-2.33,62,100,4.6,KZ,1675303426
302,bodmin,50.4715,-4.7243,8.98,87,100,7.2,GB,1675324384
303,nouadhibou,20.931,-17.0347,16.31,78,100,9.65,MR,1675323882
304,pilar,-9.5972,-35.9567,22.96,91,18,1.42,BR,1675326130
305,balkanabat,39.5108,54.3671,4.56,82,4,1.0,TM,1675308581
306,lorengau,-2.0226,147.2712,29.3,65,83,2.29,PG,1675282711
307,raudeberg,61.9875,5.1352,-0.63,55,20,3.16,NO,1675325012
308,skibbereen,51.55,-9.2667,10.62,90,100,6.46,IE,1675325677
309,pachino,36.7186,15.0907,10.33,73,92,4.78,IT,1675317675
310,norfolk,42.1668,-71.2495,-2.96,61,0,0.0,US,1675252708
311,sorland,67.667,12.6934,0.92,46,25,0.8,NO,1675326036
312,antofagasta,-23.65,-70.4,20.6,80,27,2.36,CL,1675333257
313,kattivakkam,13.2167,80.3167,28.05,78,100,6.39,IN,1675299911
314,saint-pierre,-21.3393,55.4781,23.82,69,0,2.06,RE,1675303235
315,pontes e lacerda,-15.2261,-59.3353,22.16,93,33,1.0,BR,1675244878
316,storforshei,66.4043,14.5233,-12.41,85,68,0.0,NO,1675324811
317,katsuura,35.1333,140.3,8.03,32,100,4.75,JP,1675287465
318,garowe,8.4054,48.4845,17.39,85,0,3.78,SO,1675307188
319,ilulissat,69.2167,-51.1,-9.99,52,75,9.26,GL,1675342465
320,kruisfontein,-34.0033,24.7314,14.94,74,54,2.65,ZA,1675309382
321,comodoro rivadavia,-45.8667,-67.5,19.72,52,75,3.28,AR,1675329938
322,dhidhdhoo,6.8833,73.1,26.66,71,64,5.06,MV,1675301168
323,berbera,10.4396,45.0143,22.82,76,3,0.93,SO,1675308172
324,necochea,-38.5473,-58.7368,17.19,84,99,3.21,AR,1675328888
325,constitucion,-35.3333,-72.4167,15.51,68,0,6.2,CL,1675332563
326,isangel,-19.55,169.2667,29.01,73,86,2.95,VU,1675276067
327,touros,-5.1989,-35.4608,26.4,74,100,4.52,BR,1675326340
328,nemuro,43.3236,145.575,-4.42,68,86,12.76,JP,1675287204
329,sabang,5.8933,95.3214,27.62,74,94,5.33,ID,1675295761
330,roald,62.5833,6.1333,2.64,100,100,3.6,NO,1675325002
331,bara,10.3744,10.7288,20.57,27,27,3.52,NG,1675316395
332,srednekolymsk,67.45,153.6833,-30.0,98,98,2.54,RU,1675292149
333,shubarshi,48.5872,57.1869,-10.4,82,89,3.45,KZ,1675309207
334,vytegra,61.0064,36.4481,-7.53,95,99,3.58,RU,1675317156
335,los llanos de aridane,28.6585,-17.9182,11.86,71,0,3.6,ES,1675324769
336,rio gallegos,-51.6226,-69.2181,13.6,63,100,3.85,AR,1675329272
337,tirumullaivasal,11.2333,79.8333,24.59,88,100,6.57,IN,1675299876
338,port lincoln,-34.7333,135.8667,19.13,66,65,13.3,AU,1675282607
339,duma,34.7653,108.135,0.68,34,100,2.72,CN,1675295141
340,esterhazy,50.65,-102.0843,-18.86,87,100,7.98,CA,1675261448
341,matara,5.9485,80.5353,26.12,74,91,1.78,LK,1675299314
342,mineros,-17.1167,-63.2333,22.31,98,60,1.71,BO,1675245659
343,iquique,-20.2208,-70.1431,25.02,82,54,1.18,CL,1675333493
344,tual,-5.6667,132.75,28.6,74,100,4.32,ID,1675285927
345,dali,25.7,100.1833,16.23,35,34,1.56,CN,1675296165
346,beyneu,45.3167,55.2,-1.25,78,16,3.21,KZ,1675309163
347,komsomolskiy,40.4272,71.7189,0.4,74,100,3.09,UZ,1675304533
348,muros,42.7762,-9.0603,5.47,88,2,2.84,ES,1675324213
349,teshie,5.5836,-0.1072,25.78,87,9,3.15,GH,1675318642
350,nanjing,32.0617,118.7778,4.77,47,95,4.81,CN,1675292306
351,puerto gaitan,4.3133,-72.0816,26.35,39,41,3.38,CO,1675249420
352,marsh harbour,26.5412,-77.0636,23.94,73,21,1.83,BS,1675252394
353,seddon,-37.8068,144.8916,22.62,43,0,11.83,AU,1675280071
354,ndioum,16.5129,-14.6471,23.05,9,97,3.89,SN,1675322954
355,olinda,-8.0089,-34.8553,27.85,69,40,2.06,BR,1675325986
356,orlova,49.8453,18.4301,2.32,80,100,5.13,CZ,1675318719
357,ayan,56.45,138.1667,-21.14,59,98,3.92,RU,1675291425
358,mount gambier,-37.8333,140.7667,14.29,64,92,8.1,AU,1675281058
359,westport,41.1415,-73.3579,-0.1,51,0,3.09,US,1675253078
360,gubkinskiy,64.434,76.5026,-12.77,96,100,5.06,RU,1675308945
361,sioux lookout,50.1001,-91.917,-16.16,94,100,3.5,CA,1675258908
362,peniche,39.3558,-9.3811,9.14,91,0,2.54,PT,1675323852
363,pochutla,15.7432,-96.4661,25.46,74,3,1.95,MX,1675256140
364,palmer,42.1584,-72.3287,-4.1,59,0,3.09,US,1675252966
365,luganville,-15.5333,167.1667,29.23,74,49,2.72,VU,1675276903
366,salalah,17.0151,54.0924,23.05,56,75,3.6,OM,1675306499
367,mount isa,-20.7333,139.5,24.87,73,75,3.09,AU,1675283113
368,kamenka,51.3223,42.7678,-2.33,97,100,2.85,RU,1675313158
369,wamba,8.9333,8.6,23.07,20,4,1.82,NG,1675316799
370,codrington,-38.2667,141.9667,12.93,78,100,9.18,AU,1675280715
371,carnarvon,-24.8667,113.6333,31.79,53,37,4.35,AU,1675288956
372,vostok,46.4856,135.8833,-17.62,88,100,5.88,RU,1675289994
373,kasongo-lunda,-6.4667,16.8167,19.62,95,97,0.39,CD,1675313697
374,seminole,28.7086,-81.2081,23.2,85,0,2.57,US,1675253590
375,bathsheba,13.2167,-59.5167,25.34,73,40,6.17,BB,1675247076
376,tripoli,32.8752,13.1875,12.18,66,41,2.74,LY,1675317719
377,santa vitoria do palmar,-33.5189,-53.3681,21.42,80,35,3.31,BR,1675328192
378,leh,34.1667,77.5833,-12.84,66,94,0.58,IN,1675302406
379,kalmunai,7.4167,81.8167,26.0,86,91,4.04,LK,1675299115
380,hibbing,47.4272,-92.9377,-16.36,70,0,0.0,US,1675258689
381,nizhniy lomov,53.5304,43.6766,-4.39,95,100,4.16,RU,1675313390
382,visnes,59.3556,5.2242,3.79,87,40,3.09,NO,1675324098
383,margate,51.3813,1.3862,7.71,75,77,2.24,GB,1675323091
384,kloulklubed,7.0419,134.2556,28.06,74,100,9.57,PW,1675286502
385,beloit,42.5084,-89.0318,-6.62,76,0,2.68,US,1675257019
386,kailua,21.4022,-157.7394,27.67,80,99,0.89,US,1675271302
387,la rioja,42.25,-2.5,-4.12,85,7,2.28,ES,1675322569
388,sheltozero,61.3667,35.3667,-6.15,95,100,3.01,RU,1675317542
389,izhma,65.0083,53.9113,-6.24,93,53,3.78,RU,1675314632
390,kidal,18.4411,1.4078,19.21,12,98,3.49,ML,1675319254
391,cameta,-2.2444,-49.4958,22.82,94,100,0.72,BR,1675329925
392,livingston,55.9029,-3.5226,8.27,93,75,6.17,GB,1675325248
393,amahai,-3.3333,128.9167,30.12,65,38,1.29,ID,1675287020
394,monrovia,6.3005,-10.7969,23.87,91,16,1.04,LR,1675321260
395,kijang,35.2442,129.2139,5.68,46,90,1.94,KR,1675290136
396,sao gabriel da cachoeira,-0.1303,-67.0892,23.1,94,94,0.47,BR,1675247893
397,bonthe,7.5264,-12.505,24.57,88,0,0.93,SL,1675321760
398,keokuk,40.3973,-91.3849,-0.51,50,0,4.63,US,1675257305
399,riviere-au-renard,48.9957,-64.3971,-13.81,90,94,4.7,CA,1675252111
400,port macquarie,-31.4333,152.9167,29.94,61,11,7.9,AU,1675278876
401,urucara,-2.5364,-57.76,22.13,96,97,1.18,BR,1675245475
402,kahului,20.8947,-156.47,25.54,83,20,3.09,US,1675270955
403,buraydah,26.326,43.975,12.22,51,0,1.71,SA,1675309707
404,salima,-13.7804,34.4587,21.63,91,100,2.01,MW,1675308904
405,sangar,63.9242,127.4739,-35.75,86,89,2.7,RU,1675296503
406,katangli,51.7102,143.2326,-18.96,78,62,4.29,RU,1675289148
407,lapy,52.9911,22.8842,1.62,94,100,4.66,PL,1675318260
408,krk,45.0258,14.5731,5.82,92,78,0.52,HR,1675318863
409,innisfail,-17.5333,146.0333,31.57,65,100,4.05,AU,1675281814
410,cabo san lucas,22.8909,-109.9124,19.73,75,0,2.06,MX,1675259953
411,adre,13.4667,22.2,18.55,23,12,7.63,TD,1675313876
412,kayerkan,69.3497,87.7602,-13.04,84,100,3.1,RU,1675309367
413,aswan,24.0934,32.907,11.22,49,0,4.2,EG,1675312166
414,jieshi,22.8134,115.8257,18.09,76,98,10.01,CN,1675292161
415,zhuhai,22.2769,113.5678,23.81,77,0,3.09,CN,1675292657
416,omboue,-1.5746,9.2618,24.82,93,67,1.87,GA,1675315871
417,port hardy,50.6996,-127.4199,5.04,91,100,8.87,CA,1675267532
418,biak,-0.9131,122.8766,28.32,64,100,2.11,ID,1675288648
419,korop,51.5664,32.9586,-0.73,98,100,4.65,UA,1675315557
420,boende,-0.2167,20.8667,21.3,92,100,1.25,CD,1675313184
421,sungaipenuh,-2.0833,101.3833,25.34,52,78,1.94,ID,1675293721
422,morehead,37.2711,-87.1764,-1.67,95,40,0.0,US,1675255917
423,tecoanapa,16.5167,-98.75,24.64,69,0,1.67,MX,1675256749
424,centerville,39.6284,-84.1594,-3.3,69,0,2.57,US,1675255476
425,bambui,-20.0064,-45.9769,20.03,89,99,1.32,BR,1675327709
426,karangasem,-8.45,115.6167,24.35,92,100,2.74,ID,1675289831
427,borgomanero,45.7024,8.4581,6.54,47,1,2.77,IT,1675320430
428,luanda,-8.8368,13.2343,25.0,88,75,3.6,AO,1675314379
429,lashio,22.9333,97.75,22.03,37,92,0.28,MM,1675296508
430,tura,25.5198,90.2201,20.71,31,16,0.84,IN,1675298540
431,saint anthony,45.0205,-93.218,-10.06,66,0,2.06,US,1675258380
432,wichian buri,15.6578,101.106,30.09,29,23,0.94,TH,1675295110
433,cam ranh,11.9214,109.1591,26.98,74,75,4.12,VN,1675292890
434,merced,37.1666,-120.7516,9.45,73,99,0.57,US,1675263958
435,vaitape,-16.5167,-151.75,27.79,76,42,8.16,PF,1675266960
436,socorro,31.6546,-106.3033,6.88,73,75,4.63,US,1675259899
437,bac lieu,9.285,105.7244,28.6,66,100,8.67,VN,1675293516
438,awbari,26.5921,12.7805,7.67,51,43,2.78,LY,1675317215
439,auki,-8.7676,160.7034,28.6,76,89,3.52,SB,1675278983
440,harper,4.375,-7.7169,26.12,86,5,3.13,LR,1675320380
441,camana,-16.6228,-72.7111,23.51,87,97,2.56,PE,1675247975
442,buin,-33.7333,-70.75,25.96,55,0,0.94,CL,1675332343
443,puerto guzman,0.9703,-76.5858,25.22,65,100,1.56,CO,1675250254
444,san policarpo,12.1791,125.5072,27.39,81,35,6.54,PH,1675288987
445,boysun,38.2061,67.1986,4.94,93,100,1.34,UZ,1675305347
446,mountain home,43.133,-115.6912,-4.29,63,0,4.63,US,1675263498
447,kryvyy rih,47.9167,33.35,-1.7,93,65,2.9,UA,1675314810
448,namanyere,-7.5167,31.05,14.09,92,93,1.76,TZ,1675310202
449,evensk,61.95,159.2333,-17.89,88,95,1.71,RU,1675288082
450,inhambane,-23.865,35.3833,23.87,73,10,3.35,MZ,1675307837
451,erzin,36.9559,36.2,4.7,73,76,0.83,TR,1675312638
452,bourail,-21.5667,165.4833,29.97,59,100,2.87,NC,1675276802
453,barmer,25.75,71.3833,14.4,27,0,2.14,IN,1675303079
454,ayabaca,-4.6398,-79.7149,10.07,98,100,1.0,PE,1675250589
455,svetlyy,54.675,20.1347,2.2,98,100,4.75,RU,1675319287
456,korla,41.7597,86.1469,-5.99,72,7,1.3,CN,1675301244
457,fort-shevchenko,44.5086,50.263,2.64,78,74,3.03,KZ,1675310229
458,makakilo city,21.3469,-158.0858,26.86,69,0,3.09,US,1675271381
459,otukpo,7.1913,8.1329,24.73,78,6,2.38,NG,1675316782
460,zhigalovo,54.8097,105.1578,-13.24,94,100,1.33,RU,1675298938
461,rudbar,30.15,62.6,13.88,61,0,5.11,AF,1675305594
462,huaidian,33.4333,115.0333,2.39,40,100,3.4,CN,1675293345
463,moerai,-22.4333,-151.3333,26.79,76,42,5.59,PF,1675266357
464,marathon,44.9,-89.7668,-7.42,57,40,4.12,US,1675257535
465,shelomi,33.0747,35.1461,12.99,58,94,12.07,IL,1675312472
466,ahipara,-35.1667,173.1667,23.31,73,100,4.24,NZ,1675273599
467,shadegan,30.6497,48.6647,12.75,64,4,2.75,IR,1675308986
468,rundu,-17.9333,19.7667,19.05,88,98,1.24,NA,1675312097
469,aconibe,1.2968,10.9369,18.88,96,29,0.71,GQ,1675315678
470,namwala,-15.7504,26.4384,17.59,98,100,1.14,ZM,1675310672
471,wajir,1.7471,40.0573,23.19,77,1,4.4,KE,1675308722
472,makokou,0.5738,12.8642,21.06,94,92,1.25,GA,1675315163
473,goderich,43.7501,-81.7165,-2.27,77,100,9.12,CA,1675255437
474,lokosovo,61.1333,74.8167,-13.42,98,99,2.46,RU,1675308008
475,mastic beach,40.7668,-72.8521,0.55,65,0,1.34,US,1675252908
476,port blair,11.6667,92.75,28.02,74,20,3.09,IN,1675296809
477,meiktila,20.8667,95.8667,27.51,36,26,3.49,MM,1675296786
478,fortuna,40.5982,-124.1573,8.51,77,0,0.0,US,1675265191
479,zhenjiang,32.2092,119.4342,3.22,67,83,0.89,CN,1675292164
480,prince rupert,54.3161,-130.3201,6.05,87,100,6.17,CA,1675268976
481,tiznit,29.5833,-9.5,8.94,36,0,1.35,MA,1675322837
482,garissa,-0.4536,39.6401,24.51,74,70,3.68,KE,1675308661
483,campo grande,-20.4428,-54.6464,22.75,88,75,1.54,BR,1675243316
484,basco,20.4487,121.9702,24.04,77,100,6.42,PH,1675290488
485,loandjili,-4.7561,11.8578,24.65,81,13,2.24,CG,1675315014
486,tatawin,32.9297,10.4518,6.79,72,0,2.12,TN,1675318381
487,umba,66.6871,34.3429,-10.96,96,99,1.9,RU,1675320232
488,puerto carreno,6.189,-67.4859,25.67,45,9,3.25,CO,1675248456
489,porto novo,6.4965,2.6036,24.88,90,6,2.39,BJ,1675318058
490,imeni poliny osipenko,52.4201,136.4853,-24.87,91,90,1.12,RU,1675290908
491,sayyan,15.1718,44.3244,10.71,55,71,0.54,YE,1675308698
492,kenai,60.5544,-151.2583,-1.06,96,100,1.54,US,1675275721
493,minab,27.1467,57.0801,18.12,81,44,1.72,IR,1675306637
494,shanghai,31.2222,121.4581,6.63,58,0,4.0,CN,1675291579
495,sabya,17.1495,42.6254,24.64,81,41,0.38,SA,1675309261
496,smidovich,48.6,133.8167,-17.66,79,4,3.69,RU,1675290835
497,marsa matruh,31.3525,27.2453,13.52,57,100,4.58,EG,1675314193
498,oltu,40.5498,42.0013,-1.49,96,100,1.76,TR,1675311676
499,olafsvik,64.8945,-23.7142,0.04,64,100,10.24,IS,1675333164
500,ushtobe,45.2514,77.9838,-8.82,82,96,3.65,KZ,1675303690
501,byron bay,-28.65,153.6167,31.08,67,99,4.0,AU,1675278993
502,antalaha,-14.9003,50.2788,23.88,92,43,3.07,MG,1675305017
503,mattru,7.6244,-11.8332,23.5,90,4,0.51,SL,1675321606
504,palm valley,30.1775,-81.3876,19.47,90,7,0.86,US,1675253775
505,yichun,47.7,128.9,-15.22,77,94,3.69,CN,1675291863
506,lembeni,-3.7833,37.6167,17.79,87,14,0.61,TZ,1675308902
507,asifabad,19.3667,79.2833,20.43,23,80,2.74,IN,1675300642
508,pangnirtung,66.1451,-65.7125,-29.44,78,100,1.11,CA,1675257687
509,samarai,-10.6167,150.6667,29.61,69,100,5.65,PG,1675281251
510,khandyga,62.6667,135.6,-31.34,91,100,1.49,RU,1675294023
511,bonavista,48.6499,-53.1147,-8.65,59,40,4.68,CA,1675249346
512,calbuco,-41.768,-73.1273,12.56,75,99,7.0,CL,1675331914
513,zory,50.0452,18.7006,2.17,91,100,6.58,PL,1675318690
514,shubarkuduk,49.1447,56.4872,-10.73,82,91,3.91,KZ,1675309471
515,caibarien,22.5206,-79.4669,23.62,85,6,5.09,CU,1675252616
516,mamallapuram,12.6264,80.1722,28.03,83,100,6.43,IN,1675299900
517,arroyo,41.6096,-4.7969,2.84,83,0,5.14,ES,1675323036
518,rio grande,-32.035,-52.0986,23.4,84,2,4.19,BR,1675328048
519,reconquista,-29.15,-59.65,27.6,34,0,2.12,AR,1675330158
520,north bend,43.4065,-124.2243,8.37,93,0,1.54,US,1675265583
521,berlevag,70.8578,29.0864,-1.03,64,75,5.66,NO,1675324909
522,ngunguru,-35.6167,174.5,22.6,86,100,6.67,NZ,1675273226
523,tilichiki,60.4667,166.1,-10.43,93,100,2.94,RU,1675285908
524,swan river,52.1058,-101.2676,-25.28,85,89,4.33,CA,1675261537
525,amapa,1.0,-52.0,21.35,100,100,0.1,BR,1675330763
526,strezhevoy,60.7333,77.5889,-16.92,100,98,2.04,RU,1675307205
527,dongying,37.4564,118.4856,1.42,19,100,1.05,CN,1675292958
528,derzhavinsk,51.1,66.3167,-18.08,92,8,4.68,KZ,1675307470
529,losal,27.4,74.9167,13.72,39,0,1.52,IN,1675302381
530,medina,24.4686,39.6142,11.62,49,0,3.22,SA,1675310589
531,la ronge,55.1001,-105.2842,-27.79,89,58,5.18,CA,1675263157
532,kieta,-6.2167,155.6333,29.79,67,81,4.1,PG,1675280393
533,pirmasens,49.2015,7.6053,5.59,92,100,5.69,DE,1675321201
534,linqu,36.5156,118.5397,0.86,25,100,1.28,CN,1675292838
535,simbahan,6.3032,120.5836,27.29,74,100,1.37,PH,1675289729
536,turayf,31.6725,38.6637,4.53,72,31,10.32,SA,1675311486
537,lasa,46.6166,10.7002,-0.35,94,59,3.44,IT,1675320033
538,coruripe,-10.1256,-36.1756,24.82,86,16,2.76,BR,1675326143
539,baruun-urt,46.6806,113.2792,-16.96,79,4,3.55,MN,1675295445
540,kampot,10.6167,104.1833,28.03,61,98,1.96,KH,1675293986
541,labuhan,-6.8844,112.2051,26.58,79,100,2.74,ID,1675290768
